Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[150]    0.1    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::array<int, 2ul> const&) [150]
                0.00    0.00   30000/5252741     std::less<std::array<int, 2ul> >::operator()(std::array<int, 2ul> const&, std::array<int, 2ul> const&) const [11]
                0.00    0.00   60000/60000       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_rightmost() [278]
                0.00    0.00   30375/30375       std::_Rb_tree_const_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_const_cast() const [296]
                0.00    0.00   30375/113613      std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_end() [273]
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::size() const [299]
                0.00    0.00   30000/82113       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_key(std::_Rb_tree_node_base const*) [276]
                0.00    0.00   30000/30000       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [328]
                0.00    0.00     375/375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_get_insert_unique_pos(std::array<int, 2ul> const&) [401]
-----------------------------------------------
                0.00    0.00  607500/607500      CreateSparseExactCoverMatrix::fillCellPeers() [7]
[151]    0.1    0.00    0.00  607500         std::_Rb_tree_const_iterator<std::array<int, 2ul> >::operator*() const [151]
                0.00    0.00  607500/5401875     std::_Rb_tree_node<std::array<int, 2ul> >::_M_valptr() const [77]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::equal_range(std::array<int, 2ul> const&) [99]
[152]    0.1    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_upper_bound(std::_Rb_tree_node<std::array<int, 2ul> >*, std::_Rb_tree_node_base*, std::array<int, 2ul> const&) [152]
                0.00    0.00   24000/5252741     std::less<std::array<int, 2ul> >::operator()(std::array<int, 2ul> const&, std::array<int, 2ul> const&) const [11]
                0.00    0.00   24000/4794375     std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_S_key(std::_Rb_tree_node<std::array<int, 2ul> > const*) [61]
                0.00    0.00   30375/1966875     std::_Rb_tree_iterator<std::array<int, 2ul> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [193]
                0.00    0.00   24000/1650000     std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_S_left(std::_Rb_tree_node_base*) [202]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::array<int, 2ul> >, std::_Rb_tree_const_iterator<std::array<int, 2ul> >) [154]
[153]    0.1    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::array<int, 2ul> >) [153]
                0.00    0.00   30375/637875      std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_drop_node(std::_Rb_tree_node<std::array<int, 2ul> >*) [58]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::erase(std::array<int, 2ul> const&) [74]
[154]    0.1    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::array<int, 2ul> >, std::_Rb_tree_const_iterator<std::array<int, 2ul> >) [154]
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::array<int, 2ul> >) [153]
                0.00    0.00   60750/60750       std::operator!=(std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&, std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&) [277]
                0.00    0.00   30750/911625      std::_Rb_tree_const_iterator<std::array<int, 2ul> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::array<int, 2ul> > const&) [224]
                0.00    0.00   30750/30750       std::operator==(std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&, std::_Rb_tree_const_iterator<std::array<int, 2ul> > const&) [288]
                0.00    0.00   30375/265500      std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::begin() [264]
                0.00    0.00   30375/30375       std::_Rb_tree_const_iterator<std::array<int, 2ul> >::operator++(int) [313]
                0.00    0.00     375/375         std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::end() [398]
-----------------------------------------------
                0.00    0.00 1939546/1939546     ExactCoverDancingLinks::dancingLinksAlgorithmX(int) [4]
[155]    0.0    0.00    0.00 1939546         std::vector<int, std::allocator<int> >::push_back(int const&) [155]
                0.00    0.00    3000/3000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [156]
                0.00    0.00 1936546/1939546     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [197]
                0.00    0.00    3000/3000        std::vector<int, std::allocator<int> >::end() [368]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<int, std::allocator<int> >::push_back(int const&) [155]
[156]    0.0    0.00    0.00    3000         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [156]
                0.00    0.00    6000/5490495     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [112]
                0.00    0.00    3000/2965270     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [113]
                0.00    0.00    6000/12000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [334]
                0.00    0.00    6000/6000        std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [351]
                0.00    0.00    3000/3000        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [367]
                0.00    0.00    3000/3000        std::vector<int, std::allocator<int> >::begin() [369]
                0.00    0.00    3000/3000        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [366]
                0.00    0.00    3000/2021005     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [187]
                0.00    0.00    3000/3882092     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [174]
                0.00    0.00    3000/1939546     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [197]
-----------------------------------------------
                0.00    0.00 7847272/7847272     bool std::__lexicographical_compare_impl<int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter>(int const*, int const*, int const*, int const*, __gnu_cxx::__ops::_Iter_less_iter) [39]
[163]    0.0    0.00    0.00 7847272         bool std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__cnd2<int const*>(int const*, int const*) [163]
-----------------------------------------------
                0.00    0.00   30375/5733721     void std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [139]
                0.00    0.00   30375/5733721     void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::construct<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >*, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [292]
                0.00    0.00  504595/5733721     void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [62]
                0.00    0.00  637875/5733721     void std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_construct_node<std::array<int, 2ul> >(std::_Rb_tree_node<std::array<int, 2ul> >*, std::array<int, 2ul>&&) [115]
                0.00    0.00  637875/5733721     void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::array<int, 2ul> > >::construct<std::array<int, 2ul>, std::array<int, 2ul> >(std::array<int, 2ul>*, std::array<int, 2ul>&&) [238]
                0.00    0.00  943890/5733721     void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [84]
                0.00    0.00 1009190/5733721     void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [34]
                0.00    0.00 1939546/5733721     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [195]
[164]    0.0    0.00    0.00 5733721         operator new(unsigned long, void*) [164]
-----------------------------------------------
                0.00    0.00 5401875/5401875     std::_Rb_tree_node<std::array<int, 2ul> >::_M_valptr() const [77]
[165]    0.0    0.00    0.00 5401875         __gnu_cxx::__aligned_membuf<std::array<int, 2ul> >::_M_ptr() const [165]
                0.00    0.00 5401875/5401875     __gnu_cxx::__aligned_membuf<std::array<int, 2ul> >::_M_addr() const [166]
-----------------------------------------------
                0.00    0.00 5401875/5401875     __gnu_cxx::__aligned_membuf<std::array<int, 2ul> >::_M_ptr() const [165]
[166]    0.0    0.00    0.00 5401875         __gnu_cxx::__aligned_membuf<std::array<int, 2ul> >::_M_addr() const [166]
-----------------------------------------------
                0.00    0.00  943890/5354645     void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [40]
                0.00    0.00 1009190/5354645     std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [35]
